titulo,año,duracion,pais,directores,guionistas,musicos,fotografos,actores,productores,generos,nota,votos,votacion
Puñales por la espalda ,2019,130 min.,Estados Unidos,['Rian Johnson'],['Rian Johnson'],['Nathan Johnson'],['Steve Yedlin'],"['Daniel Craig', 'Ana de Armas', 'Chris Evans', 'Jamie Lee Curtis', 'Toni Collette', 'Don Johnson', 'Michael Shannon', 'Christopher Plummer', 'Lakeith Stanfield', 'Katherine Langford', 'Jaeden Martell', 'Riki Lindhome', 'Edi Patterson', 'Raúl Castillo', 'Frank Oz', 'M. Emmet Walsh']","['Filmnation Entertainment', 'Ram Bergman Productions', 'Media Rights Capital (MRC)', 'Lionsgate']","['Intriga', 'Crimen', 'Comedia negra']",7.2,45388.0,7
Euphoria (Serie de TV),2019,50 min.,Estados Unidos,"['Sam Levinson', 'Sam Levinson', 'Augustine Frizzell', 'Pippa Bianco', 'Jennifer Morrison']","['Sam Levinson', 'Ron Leshem', 'Daphna Levin', 'Tmira Yardeni']","['Labrinth', 'Gustave Rudman']","['Marcell Rév', 'Drew Daniels', 'Adam Newport-Berra', 'Rina Yang', 'Andre Chemetoff']","['Zendaya', 'Hunter Schafer', 'Sydney Sweeney', 'Maude Apatow', 'Barbie Ferreira', 'Jacob Elordi', 'Eric Dane', 'Alexa Demie', 'Angus Cloud', 'Storm Reid', 'Nika Williams', 'Olivia Grace Applegate', 'Javon Walton', 'Alanna Ubach', 'Austin Abrams', 'Ruben Dario', 'Greg Bryan', 'Cranston Johnson', 'Algee Smith', 'Astro', 'Jeff Pope', 'Nolan Bateman', 'John Ales', 'Mel Fair', 'Troy Caylak', 'Ray Benson', 'Hunter Jones', 'Janice LeAnn Brown', 'Jeremiah Birkett', 'Nancy De Mayo', 'Theo Breaux', 'Lukas Gage', 'Mike Ostroski', 'McKenna Roberts', 'Motown Maurice', 'Courtney Taylor Burness', 'Johanna Colón', 'Hannah Nordberg', 'Aileen Burdock', 'Tyler Chase', 'Jim Garrity', 'Alex J. Joseph', 'Janet Song', 'Justice Alan', 'Michael Franklin', 'Aliyah Conley', 'Dan Garland', 'Ernie González Jr.', 'Brandon Knabe', 'Keean Johnson', 'Chris McLaughlin', 'David Baracskai', 'Chloé Cherry', 'Carson Nicely', 'Michael Petrone', 'Terry Walters', 'Elizabeth Posey', 'Virginia Schneider', 'Paula Marshall', 'Colman Domingo', 'Dominic Fike', 'Zak Steiner', 'Marsha Gambles', 'Mercedes Colon', 'Bruce Wexler', 'Minka Kelly', 'Tyler Timmons', 'Meeko', 'Nick Blood', 'Brynda Mattox']","['HBO', 'A24', 'HBO']","['Serie de TV', 'Drama', 'Adolescencia', 'Colegios & Universidad', 'Drogas', 'Amistad', 'Remake']",7.5,13694.0,7
"La mente, en pocas palabras (Serie de TV)",2019,20 min.,Estados Unidos,['Ora Dekornfeld'],['Cory Popp'],"['Emma Stone', 'Julianne Moore']","['Vox', 'Netflix', 'Netflix']","['Emma Stone', 'Julianne Moore']","['Vox', 'Netflix', 'Netflix']","['Serie de TV', 'Documental', 'Documental científico']",6.8,587.0,7
Hereditary ,2018,126 min.,Estados Unidos,['Ari Aster'],['Ari Aster'],['Colin Stetson'],['Pawel Pogorzelski'],"['Toni Collette', 'Gabriel Byrne', 'Alex Wolff', 'Milly Shapiro', 'Ann Dowd', 'Christy Summerhays', 'Morgan Lund', 'Jarrod Phillips', 'Bus Riley', 'Austin R. Grant']","['PalmStar Entertainment', 'Windy Hill Pictures', 'A24']","['Terror', 'Sobrenatural', 'Familia', 'Cine independiente USA']",6.6,27331.0,7
Verano del 84 ,2018,105 min.,Canadá,"['Anouk Whissell', 'François Simard', 'Yoann-Karl Whissell']","['Matt Leslie', 'Stephen J. Smith']","['Jean-Nicolas Leupi', 'Jean-Philippe Bernier', 'Le Matos']",['Jean-Philippe Bernier'],"['Graham Verchere', 'Judah Lewis', 'Caleb Emery', 'Cory Gruter-Andrew', 'Tiera Skovbye', 'Rich Sommer', 'Jason Gray-Stanford', 'Shauna Johannesen', 'William MacDonald', 'Harrison Houde', 'Aren Buchholz', 'Susie Castillo', 'Reilly Jacob', 'Jaiven Natt', 'J. Alex Brinson', 'Patrick Keating', 'Patrick Lubczyk', 'Jordan Buhat', 'Mark Brandon']","['Brightlight Pictures', 'Gunpowder & Sky']","['Intriga', 'Thriller', 'Terror', 'Aventuras', 'Años 80', 'Asesinos en serie', 'Adolescencia']",5.9,6136.0,7
Philip K. Dick's Electric Dreams: Safe & Sound (TV),2018,48 min.,Reino Unido,['Alan Taylor'],"['Kalen Egan', 'Travis Sentell', 'Philip K. Dick']",['Olafur Arnalds'],['John Duffy'],"['Annalise Basso', 'Deano Mitchison', 'Randall McDonald', 'Connor Paolo', 'Maura Tierney', 'Jordan Vintryst', 'Emily Rudd']","['Channel 4', 'Anonymous Content', 'Electric Shepherd Productions', 'Left Bank Pictures', 'Moon Shot Entertainment', 'Rooney McP Productions', 'Sony Pictures Television', 'Tall Ship Productions', 'Channel 4']","['Ciencia ficción', 'Mediometraje', 'Distopía', 'Episodio de TV']",6.3,1011.0,7
Philip K. Dick's Electric Dreams: Kill All Others (TV),2018,48 min.,Reino Unido,['Dee Rees'],"['Dee Rees', 'Philip K. Dick']",['Olafur Arnalds'],"['Daniel Craig Baker', 'Sarah Baker', 'Desiree Ballesteros', 'DuShon Monique Brown', 'Joseph Luis Caballero', 'Cindy Chang', 'Marsha Estell', 'Vera Farmiga', 'Louis Herthum', 'Tim Heurlin', 'Anne Lafon-Delpit', 'Jason Mitchell', 'Glenn Morshower', 'Karissa Murrell Myers', 'Bryan C. Ordman', 'Russ Panzarella', 'Mel Rodriguez', 'Darren Sheehan', 'Gumuliauskas Vaclovas', 'Joe Yau']","['Daniel Craig Baker', 'Sarah Baker', 'Desiree Ballesteros', 'DuShon Monique Brown', 'Joseph Luis Caballero', 'Cindy Chang', 'Marsha Estell', 'Vera Farmiga', 'Louis Herthum', 'Tim Heurlin', 'Anne Lafon-Delpit', 'Jason Mitchell', 'Glenn Morshower', 'Karissa Murrell Myers', 'Bryan C. Ordman', 'Russ Panzarella', 'Mel Rodriguez', 'Darren Sheehan', 'Gumuliauskas Vaclovas', 'Joe Yau']","['Channel 4', 'Anonymous Content', 'Electric Shepherd Productions', 'Left Bank Pictures', 'Moon Shot Entertainment', 'Rooney McP Productions', 'Sony Pictures Television', 'Tall Ship Productions', 'Channel 4']","['Ciencia ficción', 'Mediometraje', 'Episodio de TV']",6.4,942.0,7
Los Increíbles 2 ,2018,118 min.,Estados Unidos,['Brad Bird'],['Brad Bird'],['Michael Giacchino'],"['Mahyar Abousaeedi', 'Erik Smitt']",[],"['Pixar Animation Studios', 'Walt Disney Pictures']","['Animación', 'Aventuras', 'Acción', 'Comedia', 'Superhéroes', 'Familia', 'Cine familiar', 'Secuela', 'Pixar', '3-D']",6.7,24356.0,7
Ready Player One ,2018,140 min.,Estados Unidos,['Steven Spielberg'],"['Ernest Cline', 'Zak Penn', 'Ernest Cline']",['Alan Silvestri'],['Janusz Kaminski'],"['Tye Sheridan', 'Olivia Cooke', 'Ben Mendelsohn', 'Mark Rylance', 'Simon Pegg', 'T.J. Miller', 'Hannah John-Kamen', 'Win Morisaki', 'Philip Zhao', 'Julia Nickson', 'Kae Alexander', 'Lena Waithe', 'Ralph Ineson', 'David Barrera', 'Michael Wildman', 'Lynne Wilmot', 'Carter Hastings', 'Daniel Eghan', 'Gem Refoufi', 'Kit Connor', 'Mckenna Grace']","['Warner Bros.', 'Amblin Entertainment', 'De Line Pictures', 'Village Roadshow', 'Reliance Entertainment']","['Ciencia ficción', 'Aventuras', 'Acción', 'Distopía', 'Internet / Informática', 'Videojuego', 'Mundo virtual']",6.7,38141.0,7
Philip K. Dick's Electric Dreams: Autofac (TV),2018,50 min.,Reino Unido,['Peter Horton'],"['Travis Beacham', 'Philip K. Dick']",['Olafur Arnalds'],['John Lindley'],"['Juno Temple', 'Nick Eversman', 'David Lyons', 'Janelle Monáe', 'Jay Paulson', 'Jeff Dlugolecki']","['Channel 4', 'Anonymous Content', 'Electric Shepherd Productions', 'Left Bank Pictures', 'Moon Shot Entertainment', 'Rooney McP Productions', 'Sony Pictures Television', 'Tall Ship Productions', 'Channel 4']","['Ciencia ficción', 'Mediometraje', 'Robots', 'Futuro postapocalíptico', 'Supervivencia', 'Episodio de TV']",6.5,1468.0,7
Roma ,2018,135 min.,México,['Alfonso Cuarón'],['Alfonso Cuarón'],['Alfonso Cuarón'],"['Yalitza Aparicio', 'Marina de Tavira', 'Marco Graf', 'Diego Cortina Autrey', 'Carlos Peralta', 'Daniela Demesa', 'Nancy García García', 'Verónica García', 'Latin Lover', 'Enoc Leaño', 'Clementina Guadarrama', 'Andy Cortés', 'Fernando Grediaga', 'Jorge Antonio Guerrero']","['Yalitza Aparicio', 'Marina de Tavira', 'Marco Graf', 'Diego Cortina Autrey', 'Carlos Peralta', 'Daniela Demesa', 'Nancy García García', 'Verónica García', 'Latin Lover', 'Enoc Leaño', 'Clementina Guadarrama', 'Andy Cortés', 'Fernando Grediaga', 'Jorge Antonio Guerrero']","['Participant Media', 'Esperanto Filmoj', 'Netflix']","['Drama', 'Drama social', 'Años 70', 'Familia']",7.0,27055.0,7
Los archivos del Pentágono ,2017,116 min.,Estados Unidos,['Steven Spielberg'],"['Liz Hannah', 'Josh Singer']",['John Williams'],['Janusz Kaminski'],"['Meryl Streep', 'Tom Hanks', 'Bruce Greenwood', 'Bob Odenkirk', 'Tracy Letts', 'Sarah Paulson', 'Matthew Rhys', 'Alison Brie', 'Carrie Coon', 'Jesse Plemons', 'Bradley Whitford', 'David Cross', 'Michael Stuhlbarg', 'Zach Woods', 'Pat Healy', 'Deirdre Lovejoy', 'Jessie Mueller', 'Rick Holmes', 'Philip Casnoff', 'Will Denton', 'Jennifer Dundas', 'Stark Sands', 'Michael Cyril Creighton', 'Michael Devine', 'Luke Slattery', 'Gary Wilmes', 'Justin Swain', 'Sasha Spielberg', 'Kenneth Tigar', 'Robert McKay', 'Dan Bittner', 'Bryan Burton', 'Coral Peña', 'Caleb Eberhardt']","['Amblin Entertainment', 'DreamWorks SKG', 'Pascal Pictures', 'Participant Media', '20th Century Fox']","['Drama', 'Años 70', 'Periodismo', 'Basado en hechos reales']",6.7,21234.0,7
"Yo, Tonya ",2017,121 min.,Estados Unidos,['Craig Gillespie'],['Steven Rogers'],['Peter Nashel'],['Nicolas Karakatsanis'],"['Margot Robbie', 'Sebastian Stan', 'Allison Janney', 'Caitlin Carver', 'Julianne Nicholson', 'Bojana Novakovic', 'Mckenna Grace', 'Paul Walter Hauser', 'Bobby Cannavale', 'Renah Gallagher', 'Amy Fox', 'Ricky Russert', 'Jeffery Arseneau', 'Bobby Akers', 'Suehyla El-Attar', 'Kaleigh Brooke Clark', 'Catherine Dyer', 'Joshua Mikel', 'Jason Davis']","['Clubhouse Pictures', 'LuckyChap Entertainment', '30West', 'Ai Film', 'Margot Robbie', 'Neon']","['Drama', 'Biográfico', 'Deporte', 'Patinaje sobre hielo', 'Años 90']",7.0,23501.0,7
It ,2017,135 min.,Estados Unidos,['Andy Muschietti'],"['Chase Palmer', 'Cary Joji Fukunaga', 'Gary Dauberman', 'Stephen King']",['Benjamin Wallfisch'],['Chung Chung-hoon'],"['Bill Skarsgård', 'Jaeden Martell', 'Sophia Lillis', 'Finn Wolfhard', 'Wyatt Oleff', 'Jeremy Ray Taylor', 'Jack Dylan Grazer', 'Chosen Jacobs', 'Nicholas Hamilton', 'Jake Sim', 'Logan Thompson', 'Owen Teague', 'Jackson Robert Scott', 'Javier Botet', 'Stephen Bogaert', 'Stuart Hughes', 'Geoffrey Pounsett', 'Megan Charpentier', 'Isabelle Nelisse', 'Tatum Lee', 'Pip Dwyer', 'Molly Atkinson', 'Steven Williams', 'Elizabeth Saunders', 'Joe Bostick', 'Ari Cohen', 'Anthony Ulc', 'Edie Inksetter', 'Martha Gibson', 'Donald Tripe', 'Liz Gordon', 'Neil Crone', 'Janet Porter']","['New Line Cinema', 'KatzSmith Productions', 'Lin Pictures', 'Vertigo Entertainment', 'RatPac-Dune Entertainment']","['Terror', 'Fantástico', 'Sobrenatural', 'Años 80', 'Payasos', 'Infancia', 'Amistad', 'Remake']",6.4,35302.0,7
Errementari (El herrero y el diablo) ,2017,99 min.,España,['Paul Urkijo Alijo'],"['Asier Guerricaechevarría', 'Paul Urkijo Alijo']",['Pascal Gaigne'],['Gorka Gómez Andreu'],"['Kandido Uranga', 'Eneko Sagardoy', 'Uma Bracaglia', 'Itziar Ituño', 'Ramón Agirre', 'Josean Bengoetxea', 'Urko Olazabal', 'Almudena Cid', 'Zigor Bilbao', 'Maite Bastos', 'José Ramón Argoitia', 'Gorka Aguinagalde', 'Gotzon Sánchez', 'Iñigo de la Iglesia', 'Ander Pardo', 'Naia Garcia', 'Aitor Urcelai', 'Ortzi Acosta', 'Lisa Costanza']","['Gariza Produkzioak', 'Ikusgarri Films', 'Kinoskopic Film Produktion', 'Pokeepsie Films', 'The Project', 'Nadie es perfecto', 'Platanoboligrafo', 'Álex de la Iglesia', 'Filmax']","['Fantástico', 'Terror', 'Siglo XIX']",5.8,5036.0,7
Verano 1993 ,2017,97 min.,España,['Carla Simón'],['Carla Simón'],['Ernest Pipó'],['Santiago Racaj'],"['Laia Artigas', 'Bruna Cusí', 'David Verdaguer', 'María Paula Robles', 'Paula Blanco', 'Etna Campillo', 'Jordi Figueras', 'Dolores Fortis', 'Titón Frauca', 'Cristina Matas', 'Berta Pipó', 'Quimet Pla', 'Fermí Reixach', 'Isabel Rocatti', 'Montse Sanz', 'Tere Solà', 'Josep Torrent']","['Inicia Films', 'Avalon P.C']","['Drama', 'Adopción', 'Infancia', 'Familia', 'Basado en hechos reales']",6.8,17339.0,7
Philip K. Dick's Electric Dreams: The Hood Maker (TV),2017,52 min.,Reino Unido,['Julian Jarrold'],"['Matthew Graham', 'Philip K. Dick']",['Olafur Arnalds'],['Felix Wiedemann'],"['Richard Madden', 'Holliday Grainger', 'Noma Dumezweni', 'Anneika Rose', 'Richard McCabe', 'Chris Mayo', 'Remmie Milner', 'Tom Mothersdale', 'Tony Way', 'Ian Pink', 'Richard Rowe-McGhie', 'Paul Ritter', 'Sarah Vevers', 'Darcey Brown']","['Channel 4', 'Anonymous Content', 'Electric Shepherd Productions', 'Left Bank Pictures', 'Moon Shot Entertainment', 'Rooney McP Productions', 'Sony Pictures Television', 'Tall Ship Productions', 'Channel 4']","['Ciencia ficción', 'Mediometraje', 'Episodio de TV']",5.9,1213.0,7
